id,unitName,unitType,themeSongRes,member0,member1,member2,member3,member4,#member0,#member1,#member2,#member3,#member4,membercount,Description
336,sweetches,special,Sweet Witches' Night,39,69,24,9,46,오이카와 시즈쿠,토토키 아이리,모리쿠보 노노,미무라 카나코,시이나 노리코,5,데레스테 [Sweet Witches' Night] 이벤트에서 등장한 유닛. 무언가 스위트와 연결된 것으로 보이는 4명(시즈쿠는 우유. 아이리는 케익. 카나코는 달콤한 것 전반... 노리코는 도넛)에 노노가 더해진 형태. 스위티한 설탕 캐릭터가 끼는 것이 어울릴 법도 한테 시기적으로 멀리 떨어지지 않은 이벤트에 이미 등장했기 때문에 빠진 게 아닐까 추측. 그리고 메르헨과도 연관이 있기 때문에 노노도 전혀 동떨어진 캐스팅은 아니었던 것 같다. 거기에 샤이니 넘버즈 멤버를 하나씩 이벤트에 넣고 싶을 테니까 적당히 넘어가도록 하자. (命燃やして恋せよ乙女 이벤트에 3위 미유가 나오고. 포지파 다음 이벤트에는 5위 요시노가 나온다고 하는 것을 봐도...)
337,넥스트 뉴커머(건슬링거 저니),special,,93,86,,,,오토쿠라 유우키,요리타 요시노,,,,2,서부공연 건슬링거 저니 때 등장한 유닛. 넥스트 뉴커머라는 유닛명은 고유 이름이라기 보단 신규 지역에 추가된 멤버 소개 비슷한 느낌이 있다. 그래서 건슬링거 저니란 이름을 같이 붙여서 다른 유닛들과 구분을 하였다. 참고로 이 2명이 등장한 지역은 오카야마.
338,오텀 모델'15,special,,2,93,18,,,시부야 린,오토쿠라 유우키,히메카와 유키,,,3,제16회 드림 LIVE 페스티벌 때 등장한 유닛. 이전에 쥬니어 모델의 경험이 있는 오토쿠라에게 린과 유키가 キメ顔(사진이나 영화 중요장면 등에서 멋지게 찍히기 위해 짓는 표정)에 관한 조언을 요청하는 내용. [마음이 물드는 가을 이야기]가챠의 SR카드 트리오 구성이다.
339,사이킥 수확 아가씨 with 유우키,special,,93,33,,,,오토쿠라 유우키,호리 유코,,,,2,라이브 투어 카니발 마계공연 요염마녀와 사라진 할로윈 때 등장한 유닛
340,투극의 삼여신,special,,13,39,93,,,칸자키 란코,오이카와 시즈쿠,오토쿠라 유우키,,,3,제22회 아이돌 LIVE 로얄 때 등장한 유닛. [미라클☆스포츠페스타]가챠의 SR카드 트리오 구성
341,중2병이라도 사랑이 하고 싶어[옆 동네] 트리오,special,,13,15,30,,,칸자키 란코,아나스타샤,히노 아카네,,,3,중2병이라도 사랑이 하고 싶어 [中二病でも恋がしたい！] 애니메이션에 등장하는 릿카 [우치다 마아야 - 란코]. 데코모리 [우에사카 스미레 - 아나스타샤]. 신카 [아카사키 치나츠 - 아카네]로 구성된 성우 장난 유닛. 릿카는 란코와 성우 이외에도 닮은 부분이 많다. 애니메이션과 게임 모두 2012년 경에 나왔으므로 한쪽이 다른 쪽의 캐스팅에 영향을 주었는지에 관해서는 잘 모르겠다. 인터넷에서 검색 결과로는 란코 캐스팅이 먼저라고 하는데 이것이 릿카 캐스팅에 영향을 주었는지는 알 수 없다. (누가 정리해주면 좋겠다.)
342,유닛 16,special,,54,32,94,,,이마이 카나,타카모리 아이코,후지와라 하지메,,,3,아이돌 LIVE 투어 in USA 때 등장한 유닛. 멤버 3명 모두 16세여서 붙은 이름으로 보인다. 유닛 16이라고 하는 불명확한 이름에서 제3회 라이브 투어 이후로 유닛명이 Age 16 으로 변경되었다. 라이브 투어 카니발 in 독일에서 AGE 16으로 변경되었다.
343,오다의 중진,special,,57,94,,,,모모이 아즈키,후지와라 하지메,,,,2,전국공연 천마의난 때 등장한 유닛
344,월하빙희,special,,74,94,,,,사기사와 후미카,후지와라 하지메,,,,2,제5회 드림 LIVE 페스티벌 때 등장한 유닛. 흑발의 정숙한 2명으로 구성된 유닛. (お淑やかな 란 표현을 정숙하다는 말로 간단히 적었습니다. 행동이나 말하는 방식이 침착하며 품위있다라는 의미입니다.)
345,산자수명,special,,86,94,,,,요리타 요시노,후지와라 하지메,,,,2,제16회 드림 LIVE 페스티벌 때 등장한 유닛. 요시노는 하지메에게서 온화한 대지의 기운을 느끼는 것 같다. 하지메는 그것이 흙의 냄새라는 것을 깨닫는다는 에피소드가 있다.
346,소녀 카구라 급,special,,87,20,94,,,도묘지 카린,아베 나나,후지와라 하지메,,,3,드림 LIVE 페스티벌 신춘 SP 때 등장한 유닛. 카구라는 일본 고유의 신앙인 신토에서 볼 수 있는 무악(舞樂 - 춤과 연주 노래 등)을 말한다. 카린과 하지메는 그렇다치고 왜 아베 나나가 여기에 소속되어 있는지 잘 모르겠다. 모 트위터에서는 카구라는 허리에 부담이 없다고 하니 아베나나도 안심할 수 있다란 표현을 쓰기도 했다.
347,NH NETWORK,special,,38,94,,,,타카미네 노아,후지와라 하지메,,,,2,제27회 드림 LIVE 페스티벌 때 등장한 유닛. NH는 노아와 하지메를 의미하는 것 같다. 하지메의 콰이어트 질이라는 카드에서 입은 의상에서 둘의 조합을 예상하는 사람들이 있었고 실제로 등장하였다. 이 둘은 다른 조합에서 만난 적도 있다. 노아의 대사 중에 그릇이란 표현을 사용하는데 이것도 무언가를 의미하는 것이 아닌가하는 의견도 있으며 둘 모두 말줄임표를 자주 사용한다. (그러나 말줄임표를 쓰는 캐릭터가 너무 많으니 이건 무시해도 될 것 같다.)
348,오카야마 친선대사,special,,93,94,,,,오토쿠라 유우키,후지와라 하지메,,,,2,제7회 아이돌 LIVE 로얄 때 등장한 유닛. 둘 모두 오카야마현 출신. 유우키는 하지메에게 고향에 돌아가면 놀러가도 될까요라고 물어보는데 그에 대해 하지메는 그럼 제가 마중나갈게요라고 답한다. 산 깊숙한 곳에 있어서 모두 헤매기때문이라고...
349,숲의 토끼,special,,95,20,10,,,세키 히로미,아베 나나,오가타 치에리,,,3,동화공연 만져대는 늑대와 빨간두건 때 등장한 유닛. 토끼귀를 붙인 Cute타입의 3명이 문자 그대로 숲에 사는 토끼를 연기하였다.
350,붉은 장미 꽃다발,special,,71,95,,,,사쿠라이 모모카,세키 히로미,,,,2,제4회 아이돌 LIVE 로얄 때 등장한 유닛
351,큐트 브라이드,special,,71,22,95,,,사쿠라이 모모카,사쿠마 마유,세키 히로미,,,3,제7회 아이돌 LIVE 로얄 때 등장한 유닛
352,내 여동생이 이렇게 귀여울 리가 없어[옆 동네] 팀,special,,17,72,6,75,14,코시미즈 사치코,타카가키 카에데,후타바 안즈,이치하라 니나,닛타 미나미,5,내 여동생이 이렇게 귀여울 리가 없어 [俺(おれ)の妹(いもうと)がこんなに可愛(かわい)いわけがない] 애니메이션에 등장하는 키리노 [타케타츠 아야나 - 사치코]. 아야세 [하야미 사오리 - 카에데]. 린코 [이가라시 히로미 - 안즈]. 브리짓 [쿠노 미사키 - 니나]. 란 [스자키 아야 - 미나미]로 구성된 성우 장난 유닛.
353,일 안즈 이 키라리 삼 카코,special,,6,7,96,,,후타바 안즈,모로보시 키라리,타카후지 카코,,,3,신춘 LIVE 투어 카니발 때 등장한 유닛. 타카후지 카코의 이름과 연관있을 것 같다. 일본에서 새해 첫 꿈에 등장하면 길조라고 여기는 후지산. 매. 가지가 더해져 만들어진 이름이기 때문이다. 一富士二鷹三茄子이란 표현을 안즈. 키라리. 카코를 넣어 만들었다. [신춘후리소데 콜렉션] 가챠에서 S레어였던 멤버로 구성된 트리오이다.
354,사쿠라사쿠야,special,,38,96,94,,,타카미네 노아,타카후지 카코,후지와라 하지메,,,3,히나마츠리 LIVE 투어 카니발 때 등장한 유닛. 센터의 하지메가 [여자 아이의 축제니까. 평상시보다 여자 아이처럼... 아돌활동하겠습니다.] 라고 선언하지만... 명백하게 노아는 붕 떠 있는 모습을 보인다. 이벤트에 맞춰 일본옷까지 잘 맞춰 입었는데 말이다.
355,수행중인 무녀자매,special,,23,96,,,,사사키 치에,타카후지 카코,,,,2,전국공연 천마의난 때 등장한 유닛. 가무를 생업으로 하는 자매역으로 출연하였다. 일본 최고의 춤을 자기 것으로 하기 위해서 어떤 사람을 찾는 여행을 하고 있다고 하는데.... 설마? (라고 픽시브 백과사전에 써져있는데 그 설마가 무엇인지 모르겠음. 누구를 말하는 것인지 아시는 분 알려주세요.)
356,비사문・변천・대흑 from 칠복신,special,,80,96,51,,,무카이 타쿠미,타카후지 카코,츠치야 아코,,,3,전국공연 풍래검객전 때 등장한 유닛. 타쿠미가 비사문. 카코가 변천. 아코가 대흑을 의미하는 것으로 보인다.
357,춘무가인,special,,72,96,,,,타카가키 카에데,타카후지 카코,,,,2,드림 LIVE 페스티벌 신춘 SP 때 등장한 유닛. 특유의 오라를 가진 일본복을 차려 입은 성인 여성 2명이 경사스러운 춤을 보여준다는 내용
358,웃으면 복이 온다,special,,89,51,96,,,남바 에미,츠치야 아코,타카후지 카코,,,3,드림 LIVE 페스티벌 세츠분 SP 때 등장한 유닛. 이름 그대로 웃음으로 스테이지에 복을 불러 오기 위해서 노력하는 모습을 보여준다.
359,재포네스크,special,,87,86,96,,,도묘지 카린,요리타 요시노,타카후지 카코,,,3,제21회 아이돌 LIVE 로얄 때 등장한 유닛. 일본스러움을 상징으로 하는. 뭔가 행운이 있을 것 같은 유닛. 정월의 끝의 분위기를 끌어 올려 주었다.
360,얼터너티브 걸즈[옆 동네] Clover Rabbit,special,,92,12,,,,사토 신,타다 리이나,,,,2,얼터너티브 걸즈[オルタナティブガールズ] 게임의 유닛 クローバーラビット에 속한 히나[하나모리 유미리 - 신]. 나탈리[아오키 유리코 - 리이나]로 구성된 성우 장난 유닛. 얼터너티브 걸즈에서 다른 두 개의 유닛에선 조합이 나왔는데... 새롭게 추가된 유닛인 클로버 래빗에선 없으면 어떻게 하나 걱정했는데... 매우 적절하게도 새로 추가된 멤버 나탈리의 성우가 발표되면서... 제작자(나 자신)가 혼자 기뻐했다는 후일담을 남긴다.
361,얼터너티브 걸즈[옆 동네] Night Beast,special,,2,19,33,,,시부야 린,코바야카와 사에,호리 유코,,,3,얼터너티브 걸즈[オルタナティブガールズ] 게임의 적으로 등장하는 Night Beast에 속하는 아디레[후쿠하라 아야카 - 린]. 메이야[타치바나 리카 - 사에]. 루리코[스즈키 에리 - 유코]로 구성된 성우 장난 유닛. 처음엔 아디레 혼자밖에 없어서 나이트 비스트로는 조합이 불가능할까 생각했는데 이후에 성우들이 추가되면서 만든 유닛. 앞으로도 성우가 추가되면서 업데이트될 지도...
362,폴링 시사이드,special,,97,29,,,,무라카미 토모에,카와시마 미즈키,,,,2,아이돌 LIVE 투어 in 발리섬 때 등장한 유닛. 15살차이 듀오 유닛. 토모에와 미즈키와의 만남은 토모에가 생각하는 이상의 아이돌상에 크게 영향을 주었다. 참고로 토모에에게는 최초의 유닛 결성
363,싸움꾼과 철포탄,special,,97,80,,,,무라카미 토모에,무카이 타쿠미,,,,2,쿵푸공연 홍콩대결전 때 등장한 유닛. 픽시브에서는 둘의 조합명칭으로 타쿠토모란 것을 사용하는 것 같다. 한 쪽은 불량배. 한 쪽은 야ㅋ... 조직폭력배와 관련이 있어 보이는 사람의 조합이라서 사람들의 흥미를 끈 것 같다.
364,할머님의 가정부,special,,97,42,53,,,무라카미 토모에,쿠로카와 치아키,토고 아이,,,3,동화공연 만져대는 늑대와 빨간두건 때 등장한 유닛. 메이드복을 입은 레어 카드들을 찾아볼 수 있다. 신데렐라걸즈 극장에서는 치아키가 토모에를 보면서 생각보다 솜씨가 좋다고 칭찬한다.
365,스트로베리 패닉,special,,97,52,33,,,무라카미 토모에,키타미 유즈,호리 유코,,,3,제16회 드림 LIVE 페스티벌 때 등장한 유닛. 토모에가 구해온 딸기에 대해 유즈는 케익을 만들자고 제안하지만... 토모에는 파스타를 만들겠다고 하고... 유즈는 유코에게 말려달라고 하여 유코가 사이킥 설득을 시도하지만 (예상대로) 통하지 않고... 핑크색의 파스타가 만들어진다. 겉보기엔 이상하지만 맛은 좋다고 주장하는데... 유즈는 이걸 다시 만나게 될 줄이야라고 말하는데... 다시 만났다는 말은 이전에 본 적이 있다는 의미겠지... (아마도 아리스?)
366,가을차림 단풍소녀,special,,23,71,97,,,사사키 치에,사쿠라이 모모카,무라카미 토모에,,,3,제24회 드림 LIVE 페스티벌 때 등장한 유닛
367,발렌타인 아소트 '17,special,,14,97,6,,,닛타 미나미,무라카미 토모에,후타바 안즈,,,3,제27회 드림 LIVE 페스티벌 때 등장한 유닛. 아소트(assort)는 영어로는 분류하다 혹은 조합하다 등의 여러가지 의미를 가지고 있지만 일본에서는 주로 다양한 상품을 모아서 채운 상품이나 식품의 모음이란 의미로 사용한다. 예를 들면 과자 종합 선물 세트같은 느낌으로 이해하면 쉽다. 참고로 2017년에는 이 조합이지만 이전에는 다른 멤버로도 만들어진 적이 있다. 미나미의 카드는 [스위트 그래티튜드]로 역시나 초콜렛을 만드는 내용의 카드이다. 토모에의 카드는 [의리와 애정]으로 발렌타인 초콜렛에 대한 이야기이며. 안즈는 [안즈의 기분]으로 역시 초콜렛을 주는 이야기.
368,B.B. 로얄 스타일,special,,89,97,18,,,남바 에미,무라카미 토모에,히메카와 유키,,,3,제4회 아이돌 LIVE 로얄 때 등장한 유닛. 아이돌 야구 로얄의 개막전은 언제... 라는 유키의 대사로 볼 때 B.B.는 아마도 baseball에서 유래한 것으로 보인다. 기본적으로 야구 관련은 유키 정도이지만... 픽시브에선 히로시마 출신의 토모에에게 카프의 팬이란 설정을 붙여주기도 했고... 실제로 [붉게 물드는 정경] 카드를 보면 잉어가 그려진 모자를 쓰고 있다. 남바 에미는 오사카를 상징하는 아이돌이니까 굳이 말하자면 한신의 팬이라는 식으로 붙인 게 아닐까 추측한다. 실제로 [나니와의 화려한 소녀] 카드에서 입은 티셔츠는 한신의 컬러를 쓰고 있고 적힌 문구도 LUCKY TIGER로 한신의 호랑이 마스코트 토라키(虎+LUCKY)에서 온 것으로 보이니 전혀 관계가 없다고도 볼 수는 없을 지도...
369,한 여름의 플라워 걸,special,,97,77,,,,무라카미 토모에,아이바 유미,,,,2,아이돌 LIVE 로얄 in SUMMER 때 등장한 유닛. 딱히 어울리는 조합은 아닌 것 같은데... 토모에가 적당히 말하면 유미가 잘 수습하는 느낌의 대화를 나눈다. 해바라기 이외에 여름꽃이 떠오르지 않는다고 하자 유미는 나팔꽃. 글라디올러스같은 게 있고 자신은 메리골드(금잔화)를 좋아한다고 하거나... 이긴 후에 좀 쉬라고 하는 토모에의 말을 듣고 주변을 신경쓰는 걸 보니 꽃도 잘 키울 것 같다고 한다.
370,레드 베리즈,special,,97,76,,,,무라카미 토모에,타치바나 아리스,,,,2,제8회 아이돌 LIVE 로얄 때 등장한 유닛. 이름만 봐도 딸기 이야기가 나올 것 같은데... 토모에의 카드 [심홍색의 일혈]을 보면 토모에가 딸기 파스타를 먹는 장면을 아리스가 뒤에서 몰래 보고 있는 듯한 장면이 묘사되어 있다. (참고로 緋色の一皿는 짙은 분홍색의 한 접시라는 의미인데... 참고로 한 나무위키에서는 일명(皿)을 일혈(血)로 잘못 번역한 게 아닐까 한다.) 그냥 먹는 수준이 아니라 눈을 반짝이며... [이것은 천재의 작품이다]라고 절찬하는 모습을 보인다. 아마도 유복한 가정에서 자란 토모에는 맛있는 음식을 수없이 먹어와서 일반적인 맛있는 음식에는 흥미가 없는 것으로 보인다.(픽시브 위키에서의 추측인 것 같다. 이런 공식설정이 있는 지는...) 그냥 맛을 모르거나 괴식을 즐기는 것일지도 모른다. 이후 아리스는 토모에를 완전히 신뢰하고... 타치바나라고 자신을 부르는 토모에에게 아리스로 부르게 한다. 이후 아이돌 토크에서도 아리스가 딸기를 좋아하느냐고 묻자 토모에는 빨간 색의 물건을 좋아한다고 답변한다.
371,사쿠라 싱크로니시티,special,,82,97,93,,,니노미야 아스카,무라카미 토모에,오토쿠라 유우키,,,3,아이돌 LIVE 로얄 꽃구경 SP 때 등장한 유닛. 극장에서 미카에게 가까이 붙어 있던 3명에 의한 유닛. 아이돌을 꽃에 비유하여 자신들도 귀엽게 꽃피우고 싶다고 말한다.
372,로손 콜라보 캠페인걸,special,,82,71,69,,,니노미야 아스카,사쿠라이 모모카,토토키 아이리,,,3,2016년 12월. 로손 콜라보 캠페인걸로 니노미야 아스카. 사쿠라이 모모카. 토도키 아이리가 선출되었다. 모두 오리지널 의상을 입고 새롭게 그려진 일러스트가 공개되는 것 외에 점내방송과 굿즈로도 발매되었다.
373,꿈꾸는 성주와 경호원,special,,88,98,,,,야마토 아키,키타 히나코,,,,2,괴도공연 아름다운 추적자 때 등장한 유닛. 프레셔스성의 공주(?)와 그녀의 경호원이라는 역할. 아마도 카리오스트로의 성에서 이야기를 빌려온 게 아닐까 추측된다. 히나코는 [망상 공주님] 각성 후. 아키는[V・제너럴] 각성 후 이미지를 참고하도록 하자.
374,할로윈 파티'12,special,,61,34,98,,,모치다 아리사,시라사카 코우메,키타 히나코,,,3,제3회 드림 LIVE 페스티벌 때 등장한 유닛. 히나코는 [망상☆폭주★]. 코우메는 [핼러윈 나이트메어]. 아리사는 [핼러윈 퀸] 이미지를 참고할 것.
375,부에나 수에르테,special,,64,51,98,,,야구치 미우,츠치야 아코,키타 히나코,,,3,드림 LIVE 페스티벌 신춘 SP 때 등장한 유닛. 부에나 수에르테 (Buena suerte)는 스페인어로 행운을 기원합니다는 의미. 뉴웨이브의 일원인 아코를 중심으로한 유닛으로 사쿠라와 이즈미도 같은 컨셉으로 별도의 유닛을 구성하고 있다. 히나코는 [뷰티풀 드리머]. 미우는 [푹신푹신 팩토리]. 아코는 [샤이니 치어]이미지를 참고할 것.
376,유카타코마치,special,,29,19,98,,,카와시마 미즈키,코바야카와 사에,키타 히나코,,,3,제1회 아이돌 LIVE 로얄 때 등장한 유닛. 아이돌 프로듀스 밤하늘에 피는 불꽃놀이편에서 프로듀스대상의 레어 아이돌이었던 멤버가 유카타차림으로 등장
377,여행의 서커스단,special,,66,55,98,,,사이토 요코,야나세 미유키,키타 히나코,,,3,환상공연 영광의 슈발리에 때 등장한 유닛. 세명이 모여서 피에로같은 모양을 하고 있다. 히나코는 초기 레어카드. 요코는 [테마파크]. 미유키는 [테마파크] 카드를 참고할 것.
378,토끼냥's,special,,10,26,,,,오가타 치에리,카미야 나오,,,,2,제22회 아이돌 LIVE 로얄 때 등장한 유닛. 나오냥과 토끼치에리로 구성된 유닛. 이런 복장이 부끄럽다는 나오와 그 말을 부정하고 정말 귀엽다고 치에리가 말한다. 그리고 치에리가 폭신폭신하다고 나오가 만져봐도 되는지 물어본다.
379,체리☆스파,special,,35,9,,,,나카노 유카,미무라 카나코,,,,2,제22회 아이돌 LIVE 로얄 때 등장한 유닛. ちぇりー☆すぱ. 유닛 이름을 보고 치에리가 포함된 지 알았는데... 둘의 노래로 온천처럼 따끈따근하게 만들어주겠다고 한다. 
380,3-9☆Days,special,,89,8,30,,,남바 에미,아카기 미리아,히노 아카네,,,3,제22회 아이돌 LIVE 로얄 때 등장한 유닛. 3과 9라길래 미쿠가 포함되었나 생각했는데 그건 아니었다. 당일이 3월 9일이었기에 Thank you(39)의 날이라고 이름 짓고 감사의 기분을 전달하러 왔다. 승패에 관계없이 감사를 표시하는 상시 포지티브한 3명으로 구성된 유닛.
381,Shock'in Pink!,special,,59,78,,,,하야사카 미레이,후지모토 리나,,,,2,제23회 아이돌 LIVE 로얄 때 등장한 유닛. 둘의 컬러에서 온 유닛명으로 생각된다.
382,5월 경,special,,28,83,,,,카타기리 사나에,하마구치 아야메,,,,2,제23회 아이돌 LIVE 로얄 때 등장한 유닛. 5월을 의미하는 사츠키. 일본어로는 [さつきの頃]라는 유닛명. 「장마가 오기 전에 마음껏 버블스럽게 고져스하게 갑시다!」라는 사나에지만. 아야메는 당연하게도 이해하지 못하고 「제 미스입니다」라면 반성한다.
383,베이스볼 서포터즈!!!!!,special,,7,1,4,6,18,모로보시 키라리,시마무라 우즈키,죠가사키 미카,후타바 안즈,히메카와 유키,5,제24회 아이돌 LIVE 로얄 때 등장한 유닛. 퍼시픽 리그의 콜라보 응원 아이돌과 안즈가 결성한 야구계와 아이돌계를 함께 흥겹게 해나가나는 의미. 다른 응원 아이돌인 사에와 란코는 어디간 걸까?
384,에고이스틱 세일러,special,,14,36,,,,닛타 미나미,오오이시 이즈미,,,,2,제24회 아이돌 LIVE 로얄 때 등장한 유닛
385,Nocturne from SS,special,Nocturne,73,72,90,29,14,하야미 카나데,타카가키 카에데,마츠나가 료,카와시마 미즈키,닛타 미나미,5,데레스테 [Nocturne] 이벤트에서 등장한 유닛. 원곡은 카에데와 미즈키가 불렀다. 데레스테 이벤트에서는 쿨타입 멤버가 3명이 더해졌다. 
386,봄 안개 from SS,special,桜の頃,86,87,85,19,83,요리타 요시노,도묘지 카린,와키야마 타마미,코바야카와 사에,하마구치 아야메,5,데레스테 [桜の頃] 이벤트에서 등장한 유닛. 유닛명 은 春霞(봄 안개) 하루가스미라고 읽는다. 일본색이 짙은 멤버들로 되어 있고 뮤직 비디오로 나오는 장소도 신사. 
387,shabon song from SS,special,shabon song,31,25,77,4,8,카미죠 하루나,코히나타 미호,아이바 유미,죠가사키 미카,아카기 미리아,5,데레스테 [shabon song] 이벤트에서 등장한 유닛. 원곡은 미카와 미호가 불렀는데 타입은 다르지만 귀여운(?) 멤버들이 추가되어서 그나마 다행이라는 의견이 많다고들 한다. 원곡을 부른 두 명의 멤버가 생각했던 유닛명은 [Vivid Bear]라고 하지만... 이벤트 유닛과는 별도이므로 곡명과 동일한 이름을 유닛이름으로 사용하였다.
388,NEX-US from SS,special,Nothing but You,11,15,35,26,16,마에카와 미쿠,아나스타샤,나카노 유카,카미야 나오,호시 쇼코,5,데레스테 [Nothing but You] 이벤트에서 등장한 유닛. 유닛명은 NEX-US. 커뮤 등에서는 딱히 유닛명에 대해서 언급하지 않았지만 엔딩에서 미쿠가 유닛명을 밝히고 있다. 유래에 대해서도 전혀 언급은 없지만 커뮤 엔딩의 타이틀이 [Next Stage & Next Us]라고 적혀 있으므로 아마도 NEXT US에서 온 것이 아닐까 추측된다. 그렇게 추측하면 커뮤의 내용과도 이어진다. 그리고 NEXUS란 단어는 [연결]이란 의미가 있으므로 중의적인 의미도 있을 것 같다. 멤버 중에선 나오가 기존의 이미지와는 다르게 정말 쿨한 캐릭터로 등장하여 새로운 모습을 보여준다.
389,Love Yell from SS,special,With Love,7,93,45,60,18,모로보시 키라리,오토쿠라 유우키,이가라시 쿄코,미즈모토 유카리,히메카와 유키,5,데레스테 [With Love] 이벤트에서 등장한 유닛. 유닛명은 Love Yell. 곡은 결혼식을 테마로 하고 있고 곡 자체도 결혼식의 축가로 쓰여도 될 것 같다는 의견도 있다.
390,Yes! Party Time!! from VR,special,Yes! Party Time!!,1,2,3,8,20,시마무라 우즈키,시부야 린,혼다 미오,아카기 미리아,아베 나나,5,플레이 스테이션 VR로 등장한 Viewing Revolution에 나온 노래인 Yes! Party Time!! 게임에서 등장한 유닛. 뉴제네 3명과 미리아와 나나가 더해진 구성이다.
391,LittlePOPS from SS,special,リトルリドル,59,34,6,5,82,하야사카 미레이,시라사카 코우메,후타바 안즈,죠가사키 리카,니노미야 아스카,5,데레스테 [リトルリドル] 이벤트에서 등장한 유닛. 유닛명은 LittlePOPS. 새로운 것을 하고 싶은 멤버들을 보고 안즈가 프로듀서에게 도와주라고 하면서 구성된 유닛. 안즈의 DJ와 리카 및 다른 멤버들의 랩 등 볼거리가 많은 노래이다.
392,Take me☆Take you from SS,special,Take me☆Take you,92,86,11,24,70,사토 신,요리타 요시노,마에카와 미쿠,모리쿠보 노노,미후네 미유,5,데레스테 [Take me☆Take you] 이벤트에서 등장한 유닛. 5회 총선거 상위 9명이 부른 노래. 이벤트에선 그 중에 5명이 참여했다.
393,울려라 유포니엄[옆 동네] 취주악부 1학년 ,special,,8,59,90,,,아카기 미리아,하야사카 미레이,마츠나가 료,,,3,울려라! 유포니엄[響け！ユーフォニアム] 애니메이션에 등장한 캐릭터들의 성우가 신데렐라걸즈의 성우와 겹친다는 이유로 만든 성우 장난 유닛이다. 쿠미코[쿠로사와 토모요 - 미리아]. 하즈키[아사이 아야카 - 미레이]. 라라[치스가 하루카 - 료]로 구성되어 있다. 참고로 취주악부를 벗어나면 사파이어의 여동생인 카와시마 코하쿠를 치스가 하루카(1인 2역)가 맡고 있다. 그 외에 올스타즈의 멤버(쿠미코의 언니 역할로 누마쿠라 마나미)와 밀리언의 멤버(쿠미코의 친구 아즈사 역할로 타도코로 아즈사)와 사무원(레이나 역할을 맡은 안자이 치카가 밀리시타에서 사무원 역할을 맡았다.)도 애니메이션에서 목소리를 들을 수 있다.
394,울려라 유포니엄[옆 동네] 취주악부 선배들,special,,72,29,45,,,타카가키 카에데,카와시마 미즈키,이가라시 쿄코,,,3,울려라! 유포니엄[響け！ユーフォニアム] 애니메이션에 등장한 캐릭터들의 성우가 신데렐라걸즈의 성우와 겹친다는 이유로 만든 성우 장난 유닛이다. 하루카[하야미 사오리 - 카에데]. 노조미[토야마 나오 - 미즈키]. 미조레[타네자키 아츠미 - 쿄코]로 구성되어 있다. 굳이 더 찾자면 카미이즈미 레온... 그러나 이런 식으로 찾으면 너무 늘어날테니 더이상은 언급하지 않고 생략하기로 한다. (이런 식으로 찾다보면 제노그라시아 성우들까지 찾게 될테니까)
395,가르쳐줘! 아리사 선생님!,special,,61,55,40,,,모치다 아리사,야나세 미유키,요코야마 치카,,,3,제24회 드림 LIVE 페스티벌 때 등장한 유닛. 아리사 선생님과 학생이라고 할 수 있는 미유키와 치카의 조합. 치카가 [왜 가을은 무엇무엇의 가을이란 말이 많아?]라는 질문을 한다. 선생님은 답을 하지 않고 학생들에게 다시 묻는다. 패배 시에 치카는 음식이 맛있고 기운이 나기 때문일까요란 답변을 한다. 비겼을 때에는 운동의 가을에 많이 움직이면 배가 고파져라고 하고 미유키가 식욕의 가을이니까 밥을 만들어주겠다고 한다. 승리 시에는 아리사 선생님이 가을을 기후가 좋으니까 도전할 수 있는 여유가 생긴다고 하자 미유키는 다양한 가을에 도전하겠다고 이야기한다. 요약하면 치카는 정답이 없는 질문을 하고... 선생님은 정확한 답변을 회피하며 적당히 말을 돌리는 대화를 나눈다. (여러분 농담인 거 아시죠?)
396,글로우 하비스트,special,,66,37,47,,,사이토 요코,아야세 호노카,타카하시 레이코,,,3,제24회 드림 LIVE 페스티벌 때 등장한 유닛. 여름이 가고 가을이 온다는 내용의 대화를 나눈다. 
397,신데렐라 드림[제24회 드림 LIVE 페스티벌],special,,81,79,32,,,미야모토 프레데리카,시오미 슈코,타카모리 아이코,,,3,제24회 드림 LIVE 페스티벌 때 등장한 유닛. 신데렐라 드림은 동명의 유닛으로 사람을 바꾸어가면서 엄청나게 등장한다.
398,학제천국!,special,,57,31,,,,모모이 아즈키,카미죠 하루나,,,,2,제24회 드림 LIVE 페스티벌 때 등장한 유닛. 가을 학원제의 실행위원으로서 등장. [가을은 안경의 계절]등의 드립을 치며 아즈키를 당황하게 만드는 하루나. 거기에 [가을은 문화 즉 안경! 증명종료(QED)] [수확의 가을. 밭에는 안경나무에 새 안경이 잔뜩] [자. 문화적인 안경을 끼고 아이돌학원제에 참여합시다] 등이 더해진다. 아즈키도 [오늘은 가을의 만우절대작전이었다든가...?] 등 둘 모두 폭주하는 모습을 보여준다. 
